order,family,genus,species,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord
Piciformes,Bucconidae,Hypnelus,Hypnelus ruficollis,"Hypnelus ruficollis (Wagler, 1829)",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus,"Ramphastos sulfuratus R.Lesson, 1830","Vereda Las Piedras, predio Valparaíso",Sucre,9.430524,-75.383173,,28.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cotingidae,Pachyramphus,Pachyramphus cinnamomeus,"Pachyramphus cinnamomeus Lawrence, 1861",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Megarynchus,Megarynchus pitangua,"Megarynchus pitangua (Linnaeus, 1766)",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Brotogeris,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Cantorchilus,Cantorchilus leucotis,"Cantorchilus leucotis (Lafresnaye, 1845)",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Vireonidae,Cyclarhis,Cyclarhis gujanensis,"Cyclarhis gujanensis (Gmelin, 1789)",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Hirundinidae,Stelgidopteryx,Stelgidopteryx ruficollis,"Stelgidopteryx ruficollis (Vieillot, 1817)",Predio Bella Vista,Sucre,9.45943,-75.469104,,23.0,4.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Buteo,Buteo nitidus,"Buteo nitidus (Latham, 1790)","Vereda Las Piedras, predio Zuan",Sucre,9.431437,-75.380401,,28.0,4.0,2025.0,HUMAN_OBSERVATION
